date,main,aftermath,dd_overlay,hv_ladder,portfolio_total
2021-12-23,383.27,204.87,254.01,239.10,1081.24
2021-12-27,210.16,204.87,254.01,-194.55,474.48
2021-12-28,210.16,204.87,254.01,-194.55,474.48
2021-12-29,210.16,204.87,254.01,-300.43,368.60
2021-12-30,210.16,204.87,254.01,-406.96,262.07
2021-12-31,210.16,204.87,254.01,-406.96,262.07
2022-01-03,210.16,204.87,254.01,-406.96,262.07
2022-01-04,210.16,204.87,0.00,-406.96,8.06
2022-01-05,210.16,204.87,0.00,-406.96,8.06
2022-01-06,210.16,204.87,0.00,-406.96,8.06
2022-01-07,210.16,204.87,0.00,-406.96,8.06
2022-01-10,210.16,204.87,0.00,-406.96,8.06
2022-01-11,210.16,204.87,0.00,-1017.55,-602.53
2022-01-12,0.00,204.87,0.00,-1017.55,-812.68
2022-01-13,0.00,0.00,0.00,-1017.55,-1017.55
2022-01-14,0.00,0.00,0.00,-1017.55,-1017.55
2022-01-18,0.00,0.00,0.00,-1017.55,-1017.55
2022-01-19,0.00,0.00,-245.69,-1017.55,-1263.25
2022-01-20,0.00,0.00,-245.69,-1017.55,-1263.25
2022-01-21,0.00,0.00,-245.69,-1017.55,-1263.25
2022-01-24,0.00,0.00,-245.69,-1017.55,-1263.25
2022-01-25,0.00,0.00,-245.69,-731.80,-977.49
2022-01-26,0.00,0.00,-245.69,-731.80,-977.49
2022-01-27,0.00,0.00,-245.69,-731.80,-977.49
2022-01-28,0.00,92.33,-245.69,-731.80,-885.16
2022-01-31,0.00,79.96,-245.69,-731.80,-897.53
2022-02-01,0.00,79.96,-245.69,-731.80,-897.53
2022-02-02,0.00,79.96,-245.69,-731.80,-897.53
2022-02-03,0.00,79.96,-245.69,-717.13,-882.86
2022-02-04,0.00,79.96,-245.69,-717.13,-882.86
2022-02-07,0.00,79.96,-245.69,-717.13,-882.86
2022-02-08,0.00,79.96,-245.69,-717.13,-882.86
2022-02-09,0.00,79.96,-245.69,-717.13,-882.86
2022-02-10,0.00,79.96,-245.69,-610.59,-776.32
2022-02-11,0.00,79.96,-245.69,-610.59,-776.32
2022-02-14,0.00,79.96,-245.69,-610.59,-776.32
2022-02-15,0.00,79.96,-245.69,-610.59,-776.32
2022-02-16,0.00,148.82,-245.69,-610.59,-707.47
2022-02-17,0.00,56.48,-245.69,-610.59,-799.80
2022-02-18,0.00,56.48,-245.69,-610.59,-799.80
2022-02-22,0.00,56.48,0.00,-610.59,-554.10
2022-02-23,0.00,56.48,0.00,0.00,56.48
2022-02-24,0.00,56.48,0.00,0.00,56.48
2022-02-25,0.00,56.48,0.00,0.00,56.48
2022-02-28,0.00,56.48,0.00,0.00,56.48
2022-03-01,0.00,56.48,0.00,0.00,56.48
2022-03-02,0.00,56.48,0.00,0.00,56.48
2022-03-03,0.00,56.48,0.00,0.00,56.48
2022-03-04,0.00,56.48,0.00,0.00,56.48
2022-03-07,0.00,56.48,0.00,0.00,56.48
2022-03-08,0.00,68.86,0.00,0.00,68.86
2022-03-09,0.00,196.26,0.00,0.00,196.26
2022-03-10,0.00,196.26,0.00,0.00,196.26
2022-03-11,0.00,196.26,0.00,0.00,196.26
2022-03-14,0.00,196.26,0.00,0.00,196.26
2022-03-15,0.00,196.26,0.00,0.00,196.26
2022-03-16,0.00,196.26,0.00,0.00,196.26
2022-03-17,0.00,196.26,0.00,0.00,196.26
2022-03-18,0.00,315.28,0.00,0.00,315.28
2022-03-21,0.00,246.42,0.00,0.00,246.42
2022-03-22,0.00,189.21,0.00,-404.22,-215.01
2022-03-23,0.00,189.21,0.00,-404.22,-215.01
2022-03-24,0.00,61.81,0.00,-404.22,-342.41
2022-03-25,0.00,61.81,0.00,-404.22,-342.41
2022-03-28,0.00,61.81,0.00,-404.22,-342.41
2022-03-29,0.00,61.81,0.00,-1657.88,-1596.07
2022-03-30,0.00,61.81,0.00,-1657.88,-1596.07
2022-03-31,0.00,61.81,0.00,-1657.88,-1596.07
2022-04-01,0.00,61.81,0.00,-1657.88,-1596.07
2022-04-04,-738.19,61.81,0.00,-1657.88,-2334.27
2022-04-05,-738.19,-57.21,0.00,-2405.66,-3201.06
2022-04-06,-738.19,-57.21,0.00,-2405.66,-3201.06
2022-04-07,-738.19,-57.21,0.00,-2405.66,-3201.06
2022-04-08,-738.19,-57.21,0.00,-2405.66,-3201.06
2022-04-11,-738.19,-57.21,0.00,-2405.66,-3201.06
2022-04-12,-738.19,0.00,0.00,-2405.66,-3143.86
2022-04-13,-738.19,0.00,0.00,-2405.66,-3143.86
2022-04-14,-738.19,0.00,0.00,-2405.66,-3143.86
2022-04-18,-738.19,0.00,0.00,-2405.66,-3143.86
2022-04-19,0.00,0.00,0.00,-2666.22,-2666.22
2022-04-20,0.00,0.00,0.00,-2666.22,-2666.22
2022-04-21,0.00,-201.63,0.00,-2666.22,-2867.85
2022-04-22,0.00,-129.82,0.00,-2666.22,-2796.04
2022-04-25,0.00,-129.82,0.00,-2666.22,-2796.04
2022-04-26,0.00,-129.82,0.00,-2666.22,-2796.04
2022-04-27,0.00,-129.82,0.00,-2666.22,-2796.04
2022-04-28,0.00,-129.82,0.00,-2666.22,-2796.04
2022-04-29,0.00,-129.82,0.00,-2666.22,-2796.04
2022-05-02,0.00,-129.82,0.00,-2666.22,-2796.04
2022-05-03,0.00,-129.82,0.00,-2262.00,-2391.82
2022-05-04,0.00,-129.82,0.00,-2262.00,-2391.82
2022-05-05,0.00,-129.82,0.00,-2262.00,-2391.82
2022-05-06,0.00,-129.82,0.00,-2262.00,-2391.82
2022-05-09,0.00,-129.82,0.00,-2262.00,-2391.82
2022-05-10,0.00,-129.82,0.00,-1008.34,-1138.16
2022-05-11,0.00,-129.82,0.00,-1008.34,-1138.16
2022-05-12,0.00,-129.82,0.00,-1008.34,-1138.16
2022-05-13,0.00,-129.82,0.00,-1008.34,-1138.16
2022-05-16,0.00,-129.82,0.00,-1008.34,-1138.16
2022-05-17,0.00,-129.82,0.00,-260.56,-390.38
2022-05-18,0.00,-129.82,175.15,-260.56,-215.23
2022-05-19,0.00,-129.82,175.15,-260.56,-215.23
2022-05-20,0.00,-129.82,175.15,-260.56,-215.23
2022-05-23,0.00,-129.82,175.15,-260.56,-215.23
2022-05-24,0.00,-129.82,175.15,-260.56,-215.23
2022-05-25,0.00,-129.82,175.15,-260.56,-215.23
2022-05-26,0.00,71.81,175.15,-260.56,-13.60
2022-05-27,0.00,0.00,175.15,-260.56,-85.41
2022-05-31,0.00,0.00,175.15,0.00,175.15
2022-06-01,0.00,0.00,175.15,0.00,175.15
2022-06-02,0.00,0.00,175.15,0.00,175.15
2022-06-03,0.00,0.00,175.15,0.00,175.15
2022-06-06,0.00,0.00,175.15,0.00,175.15
2022-06-07,0.00,0.00,175.15,0.00,175.15
2022-06-08,0.00,0.00,175.15,0.00,175.15
2022-06-09,0.00,0.00,175.15,0.00,175.15
2022-06-10,0.00,0.00,175.15,0.00,175.15
2022-06-13,0.00,0.00,175.15,0.00,175.15
2022-06-14,0.00,0.00,175.15,0.00,175.15
2022-06-15,0.00,0.00,175.15,0.00,175.15
2022-06-16,0.00,0.00,175.15,0.00,175.15
2022-06-17,0.00,0.00,175.15,0.00,175.15
2022-06-21,0.00,0.00,175.15,0.00,175.15
2022-06-22,0.00,0.00,175.15,0.00,175.15
2022-06-23,0.00,0.00,175.15,0.00,175.15
2022-06-24,0.00,0.00,175.15,0.00,175.15
2022-06-27,0.00,0.00,175.15,0.00,175.15
2022-06-28,0.00,0.00,175.15,0.00,175.15
2022-06-29,0.00,0.00,175.15,0.00,175.15
2022-06-30,0.00,0.00,175.15,0.00,175.15
2022-07-01,0.00,0.00,175.15,0.00,175.15
2022-07-05,0.00,0.00,175.15,0.00,175.15
2022-07-06,0.00,0.00,175.15,0.00,175.15
2022-07-07,0.00,0.00,175.15,0.00,175.15
2022-07-08,0.00,0.00,175.15,0.00,175.15
2022-07-11,0.00,0.00,175.15,0.00,175.15
2022-07-12,0.00,0.00,175.15,0.00,175.15
2022-07-13,0.00,0.00,175.15,0.00,175.15
2022-07-14,0.00,0.00,175.15,0.00,175.15
2022-07-15,0.00,0.00,175.15,0.00,175.15
2022-07-18,0.00,0.00,175.15,0.00,175.15
2022-07-19,0.00,0.00,175.15,0.00,175.15
2022-07-20,0.00,0.00,175.15,291.36,466.51
2022-07-21,0.00,0.00,175.15,291.36,466.51
2022-07-22,0.00,0.00,175.15,291.36,466.51
2022-07-25,0.00,0.00,175.15,291.36,466.51
2022-07-26,0.00,0.00,175.15,291.36,466.51
2022-07-27,0.00,0.00,175.15,636.46,811.61
2022-07-28,0.00,0.00,175.15,636.46,811.61
2022-07-29,362.08,0.00,175.15,636.46,1173.69
2022-08-01,362.08,18.42,175.15,636.46,1192.11
2022-08-02,362.08,48.91,175.15,636.46,1222.60
2022-08-03,362.08,48.91,175.15,480.19,1066.33
2022-08-04,362.08,48.91,175.15,480.19,1066.33
2022-08-05,362.08,48.91,175.15,480.19,1066.33
2022-08-08,362.08,48.91,175.15,480.19,1066.33
2022-08-09,362.08,48.91,175.15,480.19,1066.33
2022-08-10,362.08,48.91,175.15,31.99,618.12
2022-08-11,362.08,48.91,175.15,-259.37,326.77
2022-08-12,0.00,48.91,175.15,-259.37,-35.31
2022-08-15,0.00,48.91,175.15,-604.47,-380.42
2022-08-16,0.00,48.91,175.15,-604.47,-380.42
2022-08-17,0.00,48.91,0.00,-1789.53,-1740.62
2022-08-18,0.00,48.91,0.00,-1789.53,-1740.62
2022-08-19,0.00,48.91,0.00,-1789.53,-1740.62
2022-08-22,0.00,48.91,0.00,-1789.53,-1740.62
2022-08-23,0.00,48.91,0.00,-1789.53,-1740.62
2022-08-24,0.00,48.91,0.00,-2157.90,-2108.99
2022-08-25,0.00,48.91,0.00,-2157.90,-2108.99
2022-08-26,0.00,48.91,0.00,-2157.90,-2108.99
2022-08-29,0.00,48.91,0.00,-2157.90,-2108.99
2022-08-30,0.00,48.91,0.00,-2157.90,-2108.99
2022-08-31,0.00,48.91,0.00,-2157.90,-2108.99
2022-09-01,0.00,48.91,0.00,-2157.90,-2108.99
2022-09-02,0.00,48.91,0.00,-2157.90,-2108.99
2022-09-06,0.00,30.49,0.00,-2157.90,-2127.41
2022-09-07,0.00,-179.66,0.00,-2157.90,-2337.57
2022-09-08,0.00,-407.97,0.00,-2157.90,-2565.87
2022-09-09,0.00,-407.97,0.00,-2157.90,-2565.87
2022-09-12,0.00,-407.97,0.00,-2701.75,-3109.71
2022-09-13,0.00,-407.97,0.00,-2701.75,-3109.71
2022-09-14,0.00,-243.67,0.00,-2545.47,-2789.14
2022-09-15,0.00,-243.67,0.00,-2545.47,-2789.14
2022-09-16,0.00,-243.67,0.00,-2545.47,-2789.14
2022-09-19,0.00,-243.67,0.00,-2545.47,-2789.14
2022-09-20,0.00,-243.67,0.00,-2545.47,-2789.14
2022-09-21,0.00,-243.67,0.00,-2097.27,-2340.94
2022-09-22,0.00,-243.67,0.00,-2097.27,-2340.94
2022-09-23,0.00,-243.67,0.00,-2097.27,-2340.94
2022-09-26,0.00,-243.67,0.00,-2097.27,-2340.94
2022-09-27,0.00,-243.67,0.00,-2097.27,-2340.94
2022-09-28,0.00,-243.67,0.00,-912.22,-1155.89
2022-09-29,0.00,-407.97,0.00,-912.22,-1320.18
2022-09-30,0.00,-407.97,0.00,-912.22,-1320.18
2022-10-03,0.00,-407.97,0.00,-912.22,-1320.18
2022-10-04,0.00,-407.97,0.00,-912.22,-1320.18
2022-10-05,0.00,-407.97,0.00,-543.84,-951.81
2022-10-06,0.00,-407.97,0.00,-543.84,-951.81
2022-10-07,0.00,-407.97,0.00,-543.84,-951.81
2022-10-10,0.00,-407.97,0.00,-543.84,-951.81
2022-10-11,0.00,-407.97,0.00,-543.84,-951.81
2022-10-12,0.00,-228.30,0.00,-543.84,-772.15
2022-10-13,0.00,0.00,0.00,-543.84,-543.84
2022-10-14,0.00,0.00,0.00,-543.84,-543.84
2022-10-17,0.00,0.00,0.00,-543.84,-543.84
2022-10-18,0.00,0.00,0.00,-543.84,-543.84
2022-10-19,0.00,0.00,0.00,-543.84,-543.84
2022-10-20,0.00,0.00,0.00,-543.84,-543.84
2022-10-21,0.00,0.00,0.00,0.00,0.00
2022-10-24,0.00,0.00,0.00,0.00,0.00
2022-10-25,0.00,0.00,0.00,0.00,0.00
2022-10-26,0.00,0.00,0.00,0.00,0.00
2022-10-27,0.00,0.00,0.00,0.00,0.00
2022-10-28,0.00,0.00,0.00,215.92,215.92
2022-10-31,0.00,0.00,0.00,215.92,215.92
2022-11-01,0.00,0.00,0.00,215.92,215.92
2022-11-02,0.00,0.00,0.00,215.92,215.92
2022-11-03,0.00,0.00,0.00,215.92,215.92
2022-11-04,0.00,0.00,0.00,215.92,215.92
2022-11-07,0.00,0.00,0.00,215.92,215.92
2022-11-08,0.00,0.00,0.00,215.92,215.92
2022-11-09,0.00,0.00,0.00,215.92,215.92
2022-11-10,0.00,0.00,0.00,317.69,317.69
2022-11-11,0.00,0.00,0.00,317.69,317.69
2022-11-14,0.00,0.00,0.00,317.69,317.69
2022-11-15,0.00,0.00,0.00,317.69,317.69
2022-11-16,0.00,0.00,0.00,317.69,317.69
2022-11-17,0.00,0.00,0.00,400.15,400.15
2022-11-18,0.00,0.00,0.00,400.15,400.15
2022-11-21,0.00,0.00,0.00,400.15,400.15
2022-11-22,0.00,0.00,0.00,400.15,400.15
2022-11-23,0.00,0.00,0.00,400.15,400.15
2022-11-25,0.00,0.00,0.00,401.01,401.01
2022-11-28,0.00,-90.65,0.00,401.01,310.36
2022-11-29,0.00,-90.65,0.00,401.01,310.36
2022-11-30,0.00,-90.65,0.00,401.01,310.36
2022-12-01,0.00,-90.65,0.00,185.09,94.44
2022-12-02,0.00,-90.65,0.00,241.54,150.89
2022-12-05,0.00,-90.65,0.00,241.54,150.89
2022-12-06,0.00,-90.65,0.00,241.54,150.89
2022-12-07,0.00,-90.65,0.00,241.54,150.89
2022-12-08,0.00,-90.65,0.00,241.54,150.89
2022-12-09,0.00,-90.65,0.00,241.54,150.89
2022-12-12,0.00,-90.65,0.00,241.54,150.89
2022-12-13,0.00,-90.65,0.00,241.54,150.89
2022-12-14,0.00,-90.65,0.00,241.54,150.89
2022-12-15,0.00,-90.65,0.00,241.54,150.89
2022-12-16,0.00,73.43,0.00,241.54,314.97
2022-12-19,0.00,147.56,0.00,241.54,389.10
2022-12-20,0.00,147.56,0.00,241.54,389.10
2022-12-21,0.00,147.56,0.00,241.54,389.10
2022-12-22,0.00,147.56,0.00,139.78,287.33
2022-12-23,0.00,147.56,0.00,139.78,287.33
2022-12-27,0.00,147.56,0.00,139.78,287.33
2022-12-28,0.00,147.56,0.00,139.78,287.33
2022-12-29,0.00,147.56,0.00,139.78,287.33
2022-12-30,0.00,147.56,0.00,57.31,204.87
2023-01-03,0.00,147.56,0.00,57.31,204.87
2023-01-04,0.00,147.56,0.00,57.31,204.87
2023-01-05,0.00,147.56,0.00,57.31,204.87
2023-01-06,0.00,147.56,0.00,57.31,204.87
2023-01-09,0.00,147.56,0.00,56.45,204.01
2023-01-10,0.00,147.56,0.00,56.45,204.01
2023-01-11,0.00,147.56,0.00,301.95,449.51
2023-01-12,0.00,147.56,0.00,301.95,449.51
2023-01-13,0.00,147.56,0.00,301.95,449.51
2023-01-17,0.00,147.56,0.00,245.50,393.06
2023-01-18,0.00,147.56,0.00,245.50,393.06
2023-01-19,0.00,-16.53,0.00,245.50,228.97
2023-01-20,0.00,-16.53,0.00,342.02,325.50
2023-01-23,0.00,-16.53,0.00,342.02,325.50
2023-01-24,0.00,-16.53,0.00,342.02,325.50
2023-01-25,0.00,-16.53,0.00,342.02,325.50
2023-01-26,0.00,0.00,0.00,342.02,342.02
2023-01-27,0.00,0.00,0.00,256.07,256.07
2023-01-30,0.00,0.00,0.00,256.07,256.07
2023-01-31,0.00,0.00,0.00,256.07,256.07
2023-02-01,0.00,0.00,0.00,256.07,256.07
2023-02-02,0.00,0.00,0.00,256.07,256.07
2023-02-03,0.00,0.00,0.00,-114.17,-114.17
2023-02-06,0.00,0.00,0.00,-114.17,-114.17
2023-02-07,0.00,0.00,0.00,-114.17,-114.17
2023-02-08,0.00,0.00,0.00,-114.17,-114.17
2023-02-09,0.00,0.00,0.00,-114.17,-114.17
2023-02-10,0.00,0.00,0.00,-141.44,-141.44
2023-02-13,0.00,0.00,0.00,-141.44,-141.44
2023-02-14,0.00,0.00,0.00,-141.44,-141.44
2023-02-15,0.00,0.00,0.00,-141.44,-141.44
2023-02-16,0.00,0.00,0.00,-141.44,-141.44
2023-02-17,0.00,0.00,0.00,-141.44,-141.44
2023-02-21,0.00,158.68,0.00,-141.44,17.24
2023-02-22,0.00,315.19,0.00,-141.44,173.75
2023-02-23,0.00,315.19,0.00,-141.44,173.75
2023-02-24,0.00,315.19,0.00,-141.44,173.75
2023-02-27,0.00,315.19,0.00,-141.44,173.75
2023-02-28,0.00,315.19,0.00,-141.44,173.75
2023-03-01,0.00,315.19,0.00,-141.44,173.75
2023-03-02,0.00,315.19,0.00,-141.44,173.75
2023-03-03,0.00,315.19,0.00,-121.09,194.10
2023-03-06,0.00,315.19,0.00,-121.09,194.10
2023-03-07,0.00,315.19,0.00,-121.09,194.10
2023-03-08,0.00,315.19,0.00,-121.09,194.10
2023-03-09,0.00,315.19,0.00,-121.09,194.10
2023-03-10,0.00,315.19,0.00,-35.13,280.06
2023-03-13,0.00,315.19,0.00,-35.13,280.06
2023-03-14,0.00,315.19,0.00,-35.13,280.06
2023-03-15,0.00,315.19,0.00,-35.13,280.06
2023-03-16,0.00,315.19,0.00,-35.13,280.06
2023-03-17,0.00,315.19,0.00,89.61,404.80
2023-03-20,0.00,315.19,0.00,89.61,404.80
2023-03-21,0.00,315.19,0.00,89.61,404.80
2023-03-22,0.00,156.51,0.00,89.61,246.12
2023-03-23,0.00,156.51,0.00,89.61,246.12
2023-03-24,0.00,156.51,0.00,116.88,273.39
2023-03-27,0.00,156.51,0.00,116.88,273.39
2023-03-28,0.00,0.00,0.00,116.88,116.88
2023-03-29,0.00,0.00,0.00,116.88,116.88
2023-03-30,0.00,0.00,0.00,116.88,116.88
2023-03-31,0.00,0.00,0.00,225.46,225.46
2023-04-03,0.00,0.00,0.00,225.46,225.46
2023-04-04,0.00,0.00,0.00,225.46,225.46
2023-04-05,0.00,0.00,0.00,225.46,225.46
2023-04-06,0.00,0.00,0.00,225.46,225.46
2023-04-10,0.00,0.00,0.00,353.39,353.39
2023-04-11,0.00,0.00,0.00,353.39,353.39
2023-04-12,0.00,0.00,0.00,353.39,353.39
2023-04-13,0.00,0.00,0.00,353.39,353.39
2023-04-14,0.00,0.00,0.00,236.52,236.52
2023-04-17,0.00,0.00,0.00,295.82,295.82
2023-04-18,0.00,0.00,0.00,295.82,295.82
2023-04-19,0.00,0.00,0.00,295.82,295.82
2023-04-20,0.00,0.00,0.00,295.82,295.82
2023-04-21,0.00,0.00,0.00,295.82,295.82
2023-04-24,0.00,0.00,0.00,415.34,415.34
2023-04-25,0.00,0.00,0.00,415.34,415.34
2023-04-26,0.00,0.00,0.00,415.34,415.34
2023-04-27,0.00,0.00,0.00,415.34,415.34
2023-04-28,0.00,0.00,0.00,415.34,415.34
2023-05-01,0.00,0.00,0.00,415.34,415.34
2023-05-02,0.00,0.00,0.00,415.34,415.34
2023-05-03,0.00,0.00,0.00,415.34,415.34
2023-05-04,0.00,0.00,0.00,415.34,415.34
2023-05-05,0.00,0.00,0.00,415.34,415.34
2023-05-08,0.00,0.00,0.00,587.11,587.11
2023-05-09,0.00,0.00,0.00,587.11,587.11
2023-05-10,0.00,0.00,0.00,587.11,587.11
2023-05-11,0.00,0.00,0.00,587.11,587.11
2023-05-12,0.00,0.00,0.00,478.52,478.52
2023-05-15,0.00,0.00,0.00,478.52,478.52
2023-05-16,0.00,0.00,0.00,478.52,478.52
2023-05-17,0.00,0.00,0.00,478.52,478.52
2023-05-18,0.00,0.00,0.00,651.09,651.09
2023-05-19,0.00,0.00,0.00,523.16,523.16
2023-05-22,0.00,0.00,0.00,523.16,523.16
2023-05-23,0.00,0.00,0.00,523.16,523.16
2023-05-24,0.00,0.00,0.00,523.16,523.16
2023-05-25,0.00,0.00,0.00,900.35,900.35
2023-05-26,0.00,0.00,0.00,841.04,841.04
2023-05-30,0.00,0.00,0.00,841.04,841.04
2023-05-31,0.00,0.00,0.00,841.04,841.04
2023-06-01,0.00,0.00,0.00,841.04,841.04
2023-06-02,270.82,0.00,0.00,986.92,1257.74
2023-06-05,270.82,0.00,0.00,695.64,966.46
2023-06-06,270.82,0.00,0.00,695.64,966.46
2023-06-07,270.82,0.00,0.00,695.64,966.46
2023-06-08,270.82,0.00,0.00,695.64,966.46
2023-06-09,270.82,0.00,0.00,445.15,715.96
2023-06-12,270.82,0.00,0.00,445.15,715.96
2023-06-13,270.82,0.00,0.00,445.15,715.96
2023-06-14,270.82,0.00,0.00,272.58,543.39
2023-06-15,270.82,0.00,0.00,272.58,543.39
2023-06-16,270.82,0.00,0.00,379.24,650.05
2023-06-20,270.82,0.00,0.00,379.24,650.05
2023-06-21,270.82,0.00,0.00,379.24,650.05
2023-06-22,270.82,0.00,0.00,379.24,650.05
2023-06-23,270.82,0.00,0.00,379.24,650.05
2023-06-26,270.82,0.00,0.00,568.92,839.73
2023-06-27,270.82,0.00,0.00,568.92,839.73
2023-06-28,270.82,0.00,0.00,568.92,839.73
2023-06-29,270.82,0.00,0.00,568.92,839.73
2023-06-30,270.82,0.00,0.00,568.92,839.73
2023-07-03,270.82,0.00,0.00,481.03,751.85
2023-07-05,270.82,0.00,0.00,481.03,751.85
2023-07-06,270.82,0.00,0.00,481.03,751.85
2023-07-07,270.82,0.00,0.00,481.03,751.85
2023-07-10,270.82,0.00,0.00,481.03,751.85
2023-07-11,109.78,0.00,0.00,481.03,590.81
2023-07-12,109.78,0.00,0.00,451.61,561.39
2023-07-13,109.78,0.00,0.00,324.91,434.70
2023-07-14,109.78,0.00,0.00,324.91,434.70
2023-07-17,109.78,0.00,0.00,324.91,434.70
2023-07-18,109.78,0.00,0.00,135.24,245.02
2023-07-19,109.78,0.00,0.00,78.49,188.27
2023-07-20,109.78,0.00,0.00,78.49,188.27
2023-07-21,109.78,0.00,0.00,78.49,188.27
2023-07-24,109.78,0.00,0.00,78.49,188.27
2023-07-25,109.78,0.00,0.00,78.49,188.27
2023-07-26,109.78,0.00,0.00,-17.16,92.63
2023-07-27,109.78,0.00,0.00,-17.16,92.63
2023-07-28,109.78,0.00,0.00,-17.16,92.63
2023-07-31,109.78,0.00,0.00,-17.16,92.63
2023-08-01,109.78,0.00,0.00,-17.16,92.63
2023-08-02,109.78,0.00,0.00,-17.16,92.63
2023-08-03,109.78,0.00,0.00,-17.16,92.63
2023-08-04,109.78,0.00,0.00,-17.16,92.63
2023-08-07,109.78,0.00,0.00,-17.16,92.63
2023-08-08,109.78,0.00,0.00,-17.16,92.63
2023-08-09,109.78,0.00,0.00,69.30,179.08
2023-08-10,109.78,0.00,0.00,69.30,179.08
2023-08-11,109.78,0.00,0.00,69.30,179.08
2023-08-14,-786.83,0.00,0.00,11.30,-775.53
2023-08-15,-896.62,0.00,0.00,11.30,-885.31
2023-08-16,-896.62,0.00,0.00,11.30,-885.31
2023-08-17,-896.62,0.00,0.00,11.30,-885.31
2023-08-18,0.00,0.00,0.00,11.30,11.30
2023-08-21,0.00,0.00,0.00,11.30,11.30
2023-08-22,0.00,0.00,0.00,40.72,40.72
2023-08-23,0.00,0.00,0.00,40.72,40.72
2023-08-24,0.00,0.00,0.00,40.72,40.72
2023-08-25,0.00,0.00,0.00,40.72,40.72
2023-08-28,0.00,0.00,0.00,40.72,40.72
2023-08-29,-201.54,0.00,0.00,-23.91,-225.45
2023-08-30,-201.54,0.00,0.00,-23.91,-225.45
2023-08-31,-201.54,0.00,0.00,-23.91,-225.45
2023-09-01,-201.54,0.00,0.00,-23.91,-225.45
2023-09-05,-201.54,0.00,0.00,-23.91,-225.45
2023-09-06,-201.54,0.00,0.00,-34.92,-236.46
2023-09-07,-201.54,0.00,0.00,-34.92,-236.46
2023-09-08,-201.54,0.00,0.00,-34.92,-236.46
2023-09-11,-201.54,0.00,0.00,-34.92,-236.46
2023-09-12,-201.54,0.00,0.00,-34.92,-236.46
2023-09-13,-201.54,0.00,0.00,-34.92,-236.46
2023-09-14,-201.54,0.00,0.00,-405.32,-606.86
2023-09-15,-201.54,0.00,0.00,-405.32,-606.86
2023-09-18,0.00,0.00,0.00,-405.32,-405.32
2023-09-19,0.00,0.00,0.00,-405.32,-405.32
2023-09-20,0.00,0.00,0.00,-491.77,-491.77
2023-09-21,0.00,0.00,0.00,-491.77,-491.77
2023-09-22,0.00,0.00,0.00,-491.77,-491.77
2023-09-25,0.00,0.00,0.00,-491.77,-491.77
2023-09-26,0.00,0.00,0.00,-491.77,-491.77
2023-09-27,0.00,0.00,0.00,-491.77,-491.77
2023-09-28,0.00,0.00,0.00,-491.77,-491.77
2023-09-29,0.00,0.00,0.00,-491.77,-491.77
2023-10-02,0.00,0.00,0.00,-491.77,-491.77
2023-10-03,0.00,0.00,0.00,-491.77,-491.77
2023-10-04,179.25,0.00,0.00,-491.77,-312.52
2023-10-05,179.25,0.00,0.00,-491.77,-312.52
2023-10-06,179.25,0.00,0.00,-491.77,-312.52
2023-10-09,179.25,0.00,0.00,-491.77,-312.52
2023-10-10,179.25,0.00,0.00,-370.39,-191.14
2023-10-11,179.25,0.00,0.00,-370.39,-191.14
2023-10-12,179.25,0.00,0.00,-370.39,-191.14
2023-10-13,179.25,0.00,0.00,-370.39,-191.14
2023-10-16,179.25,0.00,0.00,-370.39,-191.14
2023-10-17,179.25,0.00,0.00,-370.39,-191.14
2023-10-18,179.25,0.00,0.00,-370.39,-191.14
2023-10-19,179.25,0.00,0.00,-370.39,-191.14
2023-10-20,179.25,0.00,0.00,-370.39,-191.14
2023-10-23,179.25,0.00,0.00,-370.39,-191.14
2023-10-24,179.25,0.00,0.00,-370.39,-191.14
2023-10-25,179.25,0.00,0.00,0.00,179.25
2023-10-26,179.25,0.00,0.00,0.00,179.25
2023-10-27,179.25,0.00,0.00,0.00,179.25
2023-10-30,179.25,0.00,0.00,0.00,179.25
2023-10-31,179.25,0.00,0.00,0.00,179.25
2023-11-01,179.25,0.00,0.00,0.00,179.25
2023-11-02,0.00,0.00,0.00,0.00,0.00
2023-11-03,-12.73,0.00,0.00,0.00,-12.73
2023-11-06,-12.73,0.00,0.00,0.00,-12.73
2023-11-07,-12.73,0.00,0.00,0.00,-12.73
2023-11-08,-12.73,0.00,0.00,245.39,232.66
2023-11-09,-12.73,0.00,0.00,245.39,232.66
2023-11-10,-12.73,0.00,0.00,245.39,232.66
2023-11-13,-12.73,0.00,0.00,245.39,232.66
2023-11-14,-12.73,0.00,0.00,245.39,232.66
2023-11-15,-12.73,0.00,0.00,403.29,390.56
2023-11-16,-12.73,0.00,0.00,403.29,390.56
2023-11-17,-12.73,0.00,0.00,403.29,390.56
2023-11-20,-12.73,0.00,0.00,403.29,390.56
2023-11-21,-12.73,0.00,0.00,403.29,390.56
2023-11-22,-12.73,0.00,0.00,553.83,541.10
2023-11-24,-12.73,0.00,0.00,553.83,541.10
2023-11-27,-12.73,0.00,0.00,308.44,295.71
2023-11-28,-12.73,0.00,0.00,308.44,295.71
2023-11-29,-12.73,0.00,0.00,308.44,295.71
2023-11-30,-12.73,0.00,0.00,501.17,488.44
2023-12-01,-12.73,0.00,0.00,501.17,488.44
2023-12-04,-12.73,0.00,0.00,501.17,488.44
2023-12-05,-12.73,0.00,0.00,501.17,488.44
2023-12-06,-12.73,0.00,0.00,501.17,488.44
