date,year,vix,ivr,ivp,iv_signal,trend,regime,strategy_key_actual,state
2019-01-24,2019,18.89,30.4,65.3,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-01-25,2019,17.42,24.8,57.0,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-01-28,2019,18.87,30.3,64.9,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-01-29,2019,19.13,31.3,67.7,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-01-30,2019,17.66,25.7,56.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-01-31,2019,16.57,21.6,51.0,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2019-02-01,2019,16.14,20.0,47.0,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2019-02-04,2019,15.73,18.4,42.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-02-05,2019,15.57,17.8,41.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-02-06,2019,15.38,18.0,40.2,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-02-07,2019,16.37,21.9,50.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2019-02-08,2019,15.72,19.3,43.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2019-02-11,2019,15.97,20.3,47.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2019-02-12,2019,15.43,18.2,41.0,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-02-13,2019,15.65,19.0,43.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2019-02-14,2019,16.22,21.3,50.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2019-02-26,2019,15.17,17.1,42.2,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-03-06,2019,15.74,19.4,49.8,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2019-03-07,2019,16.59,22.8,59.0,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-03-08,2019,16.05,20.6,53.8,NEUTRAL,BULLISH,NORMAL,,d_open
2019-03-22,2019,16.48,22.3,60.2,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-03-25,2019,16.33,21.7,58.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-03-27,2019,15.15,17.0,47.8,NEUTRAL,BULLISH,NORMAL,,d_open
2019-05-06,2019,15.44,18.2,60.2,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-05-07,2019,19.32,33.6,78.9,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2019-05-08,2019,19.4,33.9,79.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2019-05-10,2019,16.04,20.6,62.9,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-06-18,2019,15.15,17.0,47.8,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2019-06-21,2019,15.4,18.0,50.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2019-06-24,2019,15.26,17.5,48.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2019-06-25,2019,16.28,21.5,60.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-06-26,2019,16.21,21.3,60.2,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-06-27,2019,15.82,19.7,53.8,NEUTRAL,BULLISH,NORMAL,,d_open
2019-06-28,2019,15.08,16.8,46.6,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2019-07-31,2019,16.12,20.9,60.2,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-08-01,2019,17.87,27.8,70.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2019-09-05,2019,16.27,19.1,52.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2019-09-06,2019,15.0,13.9,37.5,LOW,BULLISH,NORMAL,,a_double_blocked
2019-09-09,2019,15.27,15.0,39.4,LOW,BULLISH,NORMAL,,a_double_blocked
2019-09-10,2019,15.2,14.7,38.6,LOW,BULLISH,NORMAL,,a_double_blocked
2019-09-20,2019,15.32,15.2,40.2,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-09-24,2019,17.05,22.2,59.0,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-09-25,2019,15.96,17.8,47.4,NEUTRAL,BULLISH,NORMAL,,d_open
2019-09-26,2019,16.07,18.2,49.4,NEUTRAL,BULLISH,NORMAL,,d_open
2019-09-27,2019,17.22,22.9,59.0,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-09-30,2019,16.24,18.9,51.0,NEUTRAL,BULLISH,NORMAL,,d_open
2019-10-11,2019,15.58,14.8,38.6,LOW,BULLISH,NORMAL,,a_double_blocked
2019-12-03,2019,15.96,18.0,57.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-12-09,2019,15.86,17.6,57.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2019-12-10,2019,15.68,16.9,54.6,NEUTRAL,BULLISH,NORMAL,,d_open
2020-01-27,2020,18.23,51.3,89.6,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2020-01-28,2020,16.28,36.3,77.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2020-01-29,2020,16.39,37.2,79.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2020-01-30,2020,15.49,30.3,65.3,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2020-02-03,2020,17.97,49.3,88.8,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2020-02-04,2020,16.05,34.6,73.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2020-02-05,2020,15.15,27.7,59.8,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2020-02-07,2020,15.47,30.1,65.7,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2020-02-10,2020,15.04,26.8,59.8,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2020-02-11,2020,15.18,27.9,62.2,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2020-02-20,2020,15.56,30.8,67.7,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2020-02-21,2020,17.08,42.5,83.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2020-08-17,2020,21.35,13.8,51.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2020-08-18,2020,21.51,14.0,51.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2020-11-24,2020,21.64,14.2,24.3,LOW,BULLISH,NORMAL,,a_double_blocked
2020-11-25,2020,21.25,13.4,23.1,LOW,BULLISH,NORMAL,,a_double_blocked
2020-11-27,2020,20.84,12.4,22.7,LOW,BULLISH,NORMAL,,a_double_blocked
2020-11-30,2020,20.57,12.0,22.3,LOW,BULLISH,NORMAL,,a_double_blocked
2020-12-01,2020,20.77,12.3,22.3,LOW,BULLISH,NORMAL,,a_double_blocked
2020-12-02,2020,21.17,12.8,22.7,LOW,BULLISH,NORMAL,,a_double_blocked
2020-12-03,2020,21.28,13.0,23.1,LOW,BULLISH,NORMAL,,a_double_blocked
2020-12-04,2020,20.79,12.3,21.5,LOW,BULLISH,NORMAL,,a_double_blocked
2020-12-07,2020,21.3,13.0,23.1,LOW,BULLISH,NORMAL,,a_double_blocked
2020-12-08,2020,20.68,12.2,20.3,LOW,BULLISH,NORMAL,,a_double_blocked
2020-12-17,2020,21.93,13.9,21.9,LOW,BULLISH,NORMAL,,a_double_blocked
2020-12-18,2020,21.57,13.4,21.1,LOW,BULLISH,NORMAL,,a_double_blocked
2020-12-24,2020,21.53,13.4,19.5,LOW,BULLISH,NORMAL,,a_double_blocked
2020-12-28,2020,21.7,13.6,20.3,LOW,BULLISH,NORMAL,,a_double_blocked
2021-01-08,2021,21.56,13.4,16.3,LOW,BULLISH,NORMAL,,a_double_blocked
2021-01-20,2021,21.58,12.4,14.3,LOW,BULLISH,NORMAL,,a_double_blocked
2021-01-21,2021,21.32,12.0,12.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-01-22,2021,21.91,11.9,15.1,LOW,BULLISH,NORMAL,,a_double_blocked
2021-02-04,2021,21.77,11.7,11.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-02-05,2021,20.87,10.4,6.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-02-08,2021,21.24,11.0,6.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-02-09,2021,21.63,11.5,10.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-02-10,2021,21.99,12.0,12.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-02-11,2021,21.25,11.0,5.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-02-12,2021,19.97,9.1,2.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-02-16,2021,21.46,10.4,7.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-02-17,2021,21.5,10.4,7.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-02-24,2021,21.34,2.2,5.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-03-11,2021,21.91,3.1,10.8,LOW,BULLISH,NORMAL,,a_double_blocked
2021-03-12,2021,20.69,1.1,1.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-03-15,2021,20.03,0.1,0.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-03-16,2021,19.79,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-03-17,2021,19.23,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-03-18,2021,21.58,4.5,10.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-03-19,2021,20.95,3.7,4.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-03-22,2021,18.88,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-03-23,2021,20.3,3.0,2.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-03-25,2021,19.81,2.0,1.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-03-26,2021,18.86,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-03-29,2021,20.74,4.9,4.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-03-30,2021,19.61,2.0,1.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-03-31,2021,19.4,1.4,1.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-01,2021,17.33,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-05,2021,17.91,2.0,0.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-06,2021,18.12,2.7,0.8,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-07,2021,17.16,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-08,2021,16.95,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-09,2021,16.69,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-12,2021,16.91,0.8,0.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-13,2021,16.65,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-14,2021,16.99,1.2,1.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-15,2021,16.57,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-16,2021,16.25,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-19,2021,17.29,3.6,3.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-20,2021,18.68,8.3,4.8,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-21,2021,17.5,4.9,4.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-22,2021,18.71,9.8,5.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-23,2021,17.33,4.4,3.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-26,2021,17.64,5.7,4.8,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-27,2021,17.56,5.3,4.8,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-28,2021,17.28,4.2,3.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-29,2021,17.61,5.5,5.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-04-30,2021,18.61,9.6,7.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-05-03,2021,18.31,8.4,7.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-05-04,2021,19.48,13.2,10.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-05-05,2021,19.15,11.8,9.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-05-06,2021,18.39,8.7,7.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-05-07,2021,16.69,1.8,1.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-05-10,2021,19.66,13.9,12.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-05-11,2021,21.84,22.8,27.1,LOW,BULLISH,NORMAL,,a_double_blocked
2021-05-14,2021,18.81,10.4,9.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-05-17,2021,19.72,14.1,13.1,LOW,BULLISH,NORMAL,,a_double_blocked
2021-05-18,2021,21.34,20.7,22.3,LOW,BULLISH,NORMAL,,a_double_blocked
2021-05-20,2021,20.67,18.0,15.9,LOW,BULLISH,NORMAL,,a_double_blocked
2021-05-21,2021,20.15,15.9,15.1,LOW,BULLISH,NORMAL,,a_double_blocked
2021-05-24,2021,18.4,8.8,8.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-05-25,2021,18.84,10.6,10.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-05-26,2021,17.36,4.5,5.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-05-27,2021,16.74,2.0,2.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-05-28,2021,16.76,2.1,2.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-01,2021,17.9,6.7,8.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-02,2021,17.48,5.0,6.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-03,2021,18.04,7.3,9.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-04,2021,16.42,0.7,0.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-07,2021,16.42,0.7,0.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-08,2021,17.07,3.3,4.8,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-09,2021,17.89,6.7,9.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-10,2021,16.1,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-11,2021,15.65,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-14,2021,16.39,3.0,1.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-15,2021,17.02,5.6,6.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-16,2021,18.15,10.2,13.1,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-17,2021,17.75,8.5,11.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-21,2021,17.89,9.1,11.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-22,2021,16.66,4.1,3.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-23,2021,16.32,2.7,1.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-24,2021,15.97,1.3,0.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-25,2021,15.62,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-28,2021,15.76,0.6,0.8,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-29,2021,16.02,1.6,1.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-06-30,2021,15.83,0.9,1.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-01,2021,15.48,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-02,2021,15.07,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-06,2021,16.44,5.4,5.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-07,2021,16.2,4.5,3.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-08,2021,19.0,15.6,22.7,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-09,2021,16.18,4.4,3.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-12,2021,16.17,4.4,3.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-13,2021,17.12,8.1,12.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-14,2021,16.33,5.0,5.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-15,2021,17.01,7.7,11.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-16,2021,18.45,13.4,21.9,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-20,2021,19.73,18.5,28.3,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-21,2021,17.91,11.3,19.1,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-22,2021,17.69,10.4,17.5,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-23,2021,17.2,8.4,13.5,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-26,2021,17.58,10.0,17.1,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-27,2021,19.36,17.0,27.9,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-28,2021,18.31,12.9,22.3,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-29,2021,17.7,10.4,18.7,LOW,BULLISH,NORMAL,,a_double_blocked
2021-07-30,2021,18.24,12.6,22.7,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-02,2021,19.46,17.4,29.9,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-03,2021,18.04,11.8,21.5,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-04,2021,17.97,11.5,21.5,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-05,2021,17.28,8.8,13.9,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-06,2021,16.15,4.3,3.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-09,2021,16.72,6.5,10.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-10,2021,16.79,6.8,11.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-11,2021,16.17,4.4,4.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-12,2021,15.59,2.1,0.8,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-13,2021,15.45,1.5,0.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-16,2021,16.12,4.2,4.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-17,2021,17.91,11.3,23.9,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-18,2021,21.57,25.8,49.0,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2021-08-19,2021,21.67,26.2,51.4,NEUTRAL,BULLISH,NORMAL,,d_open
2021-08-20,2021,18.56,13.8,29.5,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-23,2021,17.15,8.3,15.9,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-24,2021,17.22,8.5,17.1,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-25,2021,16.79,6.8,12.7,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-26,2021,18.84,15.0,32.7,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-27,2021,16.39,5.2,8.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-30,2021,16.19,4.4,6.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-08-31,2021,16.48,5.6,10.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-09-01,2021,16.11,4.1,4.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-09-02,2021,16.41,5.3,9.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-09-03,2021,16.41,5.3,9.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-09-07,2021,18.14,12.2,30.3,LOW,BULLISH,NORMAL,,a_double_blocked
2021-09-08,2021,17.96,11.5,28.7,LOW,BULLISH,NORMAL,,a_double_blocked
2021-09-09,2021,18.8,14.8,35.5,LOW,BULLISH,NORMAL,,a_double_blocked
2021-09-10,2021,20.95,23.3,48.6,NEUTRAL,BULLISH,NORMAL,,d_open
2021-09-13,2021,19.37,17.1,39.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-09-15,2021,18.18,12.3,31.5,LOW,BULLISH,NORMAL,,a_double_blocked
2021-09-16,2021,18.69,14.4,35.5,LOW,BULLISH,NORMAL,,a_double_blocked
2021-10-18,2021,16.31,4.9,8.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-10-19,2021,15.7,2.5,2.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-10-20,2021,15.49,1.7,1.2,LOW,BULLISH,NORMAL,,a_double_blocked
2021-10-21,2021,15.01,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-10-22,2021,15.43,1.7,0.8,LOW,BULLISH,NORMAL,,a_double_blocked
2021-10-25,2021,15.24,0.9,0.8,LOW,BULLISH,NORMAL,,a_double_blocked
2021-10-26,2021,15.98,3.8,5.6,LOW,BULLISH,NORMAL,,a_double_blocked
2021-10-27,2021,16.98,7.8,20.3,LOW,BULLISH,NORMAL,,a_double_blocked
2021-10-28,2021,16.53,6.6,15.1,LOW,BULLISH,NORMAL,,a_double_blocked
2021-10-29,2021,16.26,5.4,10.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-11-01,2021,16.41,6.3,13.1,LOW,BULLISH,NORMAL,,a_double_blocked
2021-11-02,2021,16.03,4.6,6.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-11-03,2021,15.1,0.4,0.8,LOW,BULLISH,NORMAL,,a_double_blocked
2021-11-04,2021,15.44,1.9,2.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-11-05,2021,16.48,6.6,16.7,LOW,BULLISH,NORMAL,,a_double_blocked
2021-11-08,2021,17.22,10.0,26.7,LOW,BULLISH,NORMAL,,a_double_blocked
2021-11-09,2021,17.78,12.5,33.9,LOW,BULLISH,NORMAL,,a_double_blocked
2021-11-10,2021,18.73,16.8,45.0,NEUTRAL,BULLISH,NORMAL,,d_open
2021-11-11,2021,17.66,11.9,32.3,LOW,BULLISH,NORMAL,,a_double_blocked
2021-11-12,2021,16.29,5.8,12.0,LOW,BULLISH,NORMAL,,a_double_blocked
2021-11-15,2021,16.49,6.7,17.9,LOW,BULLISH,NORMAL,,a_double_blocked
2021-11-16,2021,16.37,6.1,13.9,LOW,BULLISH,NORMAL,,a_double_blocked
2021-11-17,2021,17.11,9.5,26.3,LOW,BULLISH,NORMAL,,a_double_blocked
2021-11-18,2021,17.59,11.6,33.1,LOW,BULLISH,NORMAL,,a_double_blocked
2021-11-19,2021,17.91,13.1,37.8,LOW,BULLISH,NORMAL,,a_double_blocked
2021-11-22,2021,19.17,18.7,52.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2021-11-23,2021,19.38,19.7,53.8,NEUTRAL,BULLISH,NORMAL,,d_open
2021-11-24,2021,18.58,16.1,45.4,NEUTRAL,BULLISH,NORMAL,,d_open
2021-12-07,2021,21.89,31.0,74.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2021-12-08,2021,19.9,22.0,59.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2021-12-09,2021,21.58,29.6,71.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2021-12-10,2021,18.69,16.6,47.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2021-12-13,2021,20.31,23.9,62.2,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2021-12-15,2021,19.29,19.3,53.8,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2021-12-16,2021,20.57,25.0,62.9,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2021-12-22,2021,18.63,16.3,46.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2021-12-23,2021,17.96,13.3,39.4,LOW,BULLISH,NORMAL,,a_double_blocked
2021-12-27,2021,17.68,12.0,34.7,LOW,BULLISH,NORMAL,,a_double_blocked
2021-12-28,2021,17.54,11.4,32.3,LOW,BULLISH,NORMAL,,a_double_blocked
2021-12-29,2021,16.95,8.7,23.9,LOW,BULLISH,NORMAL,,a_double_blocked
2021-12-30,2021,17.33,10.5,30.7,LOW,BULLISH,NORMAL,,a_double_blocked
2021-12-31,2021,17.22,10.0,28.7,LOW,BULLISH,NORMAL,,a_double_blocked
2022-01-03,2022,16.6,7.2,19.5,LOW,BULLISH,NORMAL,,a_double_blocked
2022-01-04,2022,16.91,8.6,23.9,LOW,BULLISH,NORMAL,,a_double_blocked
2022-01-11,2022,18.41,15.3,47.8,NEUTRAL,BULLISH,NORMAL,,d_open
2022-01-12,2022,17.62,11.8,36.3,LOW,BULLISH,NORMAL,,a_double_blocked
2022-03-24,2022,21.67,31.1,73.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2022-03-25,2022,20.81,27.1,68.5,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2022-03-28,2022,19.63,21.5,62.5,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2022-03-29,2022,18.9,18.1,56.2,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2022-03-30,2022,19.33,20.1,58.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2022-03-31,2022,20.56,25.9,66.9,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2022-04-01,2022,19.63,21.5,61.8,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2022-04-04,2022,18.57,16.6,48.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2022-04-05,2022,21.03,28.1,70.5,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2022-04-07,2022,21.55,30.5,71.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2022-04-08,2022,21.16,28.7,70.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2022-04-19,2022,21.37,29.7,68.9,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2022-04-20,2022,20.32,24.8,62.5,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2022-07-29,2022,21.33,29.5,43.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2022-08-03,2022,21.95,32.4,47.0,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2022-08-04,2022,21.44,30.0,42.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2022-08-05,2022,21.15,28.6,40.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2022-08-08,2022,21.29,29.3,41.0,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2022-08-09,2022,21.77,31.5,45.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2022-08-10,2022,19.74,22.1,32.7,LOW,BULLISH,NORMAL,,a_double_blocked
2022-08-11,2022,20.2,24.2,34.3,LOW,BULLISH,NORMAL,,a_double_blocked
2022-08-12,2022,19.53,21.1,29.9,LOW,BULLISH,NORMAL,,a_double_blocked
2022-08-15,2022,19.95,23.0,33.1,LOW,BULLISH,NORMAL,,a_double_blocked
2022-08-16,2022,19.69,21.8,31.1,LOW,BULLISH,NORMAL,,a_double_blocked
