date,vix,regime,ivr,ivp,spx,trend,trend_gap,vix_5d_avg,strategy,strategy_key,hv_spell_age,bearish_streak,ivp63,ivp252,regime_decay,local_spike,iv_signal
2023-06-22,12.91,LOW_VOL,0.0,0.0,4381.89,BULLISH,4.4,13.61,Bull Call Diagonal,bull_call_diagonal,0,0,0.0,0.0,False,False,LOW
2023-06-23,13.44,LOW_VOL,2.6,0.8,4348.33,BULLISH,3.47,13.39,Bull Call Diagonal,bull_call_diagonal,0,0,3.2,0.8,False,False,LOW
2023-06-26,14.25,LOW_VOL,6.5,4.0,4328.82,BULLISH,2.92,13.54,Bull Call Diagonal,bull_call_diagonal,0,0,16.1,4.0,False,False,LOW
2023-06-27,13.74,LOW_VOL,4.0,2.0,4378.41,BULLISH,3.98,13.51,Bull Call Diagonal,bull_call_diagonal,0,0,8.1,2.0,False,False,LOW
2023-06-28,13.43,LOW_VOL,2.5,0.8,4376.86,BULLISH,3.83,13.55,Bull Call Diagonal,bull_call_diagonal,0,0,3.2,0.8,False,False,LOW
2023-06-29,13.54,LOW_VOL,3.0,1.6,4396.44,BULLISH,4.18,13.68,Bull Call Diagonal,bull_call_diagonal,0,0,6.5,1.6,False,False,LOW
2023-06-30,13.59,LOW_VOL,3.3,2.4,4450.38,BULLISH,5.31,13.71,Bull Call Diagonal,bull_call_diagonal,0,0,9.7,2.4,False,False,LOW
2023-07-03,13.57,LOW_VOL,3.2,2.4,4455.59,BULLISH,5.27,13.57,Bull Call Diagonal,bull_call_diagonal,0,0,9.7,2.4,False,False,LOW
2023-07-05,14.18,LOW_VOL,6.1,6.0,4446.82,BULLISH,4.91,13.66,Bull Call Diagonal,bull_call_diagonal,0,0,24.2,6.0,False,False,LOW
2023-07-06,15.44,NORMAL,12.2,8.8,4411.59,BULLISH,3.94,14.06,Reduce / Wait,,0,0,35.5,8.8,False,False,LOW
2023-07-07,14.83,LOW_VOL,9.3,8.4,4398.95,BULLISH,3.48,14.32,Bull Call Diagonal,bull_call_diagonal,0,0,33.9,8.4,False,False,LOW
2023-07-10,15.07,NORMAL,10.4,9.2,4409.53,BULLISH,3.56,14.62,Reduce / Wait,,0,0,37.1,9.2,False,False,LOW
2023-07-11,14.84,LOW_VOL,9.3,8.8,4439.26,BULLISH,4.11,14.87,Bull Call Diagonal,bull_call_diagonal,0,0,35.5,8.8,False,False,LOW
2023-07-12,13.54,LOW_VOL,3.0,1.6,4472.16,BULLISH,4.73,14.74,Bull Call Diagonal,bull_call_diagonal,0,0,6.5,1.6,False,False,LOW
2023-07-13,13.61,LOW_VOL,3.4,3.6,4510.04,BULLISH,5.45,14.38,Bull Call Diagonal,bull_call_diagonal,0,0,14.5,3.6,False,False,LOW
2023-07-14,13.34,LOW_VOL,2.1,0.8,4505.42,BULLISH,5.15,14.08,Bull Call Diagonal,bull_call_diagonal,0,0,3.2,0.8,False,False,LOW
2023-07-17,13.48,LOW_VOL,2.8,2.0,4522.79,BULLISH,5.35,13.76,Bull Call Diagonal,bull_call_diagonal,0,0,8.1,2.0,False,False,LOW
2023-07-18,13.3,LOW_VOL,1.9,0.8,4554.98,BULLISH,5.85,13.45,Bull Call Diagonal,bull_call_diagonal,0,0,3.2,0.8,False,False,LOW
2023-07-19,13.76,LOW_VOL,4.1,6.0,4565.72,BULLISH,5.89,13.5,Bull Call Diagonal,bull_call_diagonal,0,0,24.2,6.0,False,False,LOW
2023-07-20,13.99,LOW_VOL,5.2,8.4,4534.87,BULLISH,4.98,13.57,Bull Call Diagonal,bull_call_diagonal,0,0,33.9,8.4,False,False,LOW
2023-07-21,13.6,LOW_VOL,3.3,4.8,4536.34,BULLISH,4.81,13.63,Bull Call Diagonal,bull_call_diagonal,0,0,19.4,4.8,False,False,LOW
2023-07-24,13.91,LOW_VOL,4.8,8.0,4554.64,BULLISH,5.03,13.71,Bull Call Diagonal,bull_call_diagonal,0,0,32.3,8.0,False,False,LOW
2023-07-25,13.86,LOW_VOL,4.6,7.2,4567.46,BULLISH,5.12,13.82,Bull Call Diagonal,bull_call_diagonal,0,0,29.0,7.2,False,False,LOW
2023-07-26,13.19,LOW_VOL,1.4,0.4,4566.75,BULLISH,4.89,13.71,Bull Call Diagonal,bull_call_diagonal,0,0,1.6,0.4,False,False,LOW
2023-07-27,14.41,LOW_VOL,7.2,11.2,4537.41,BULLISH,4.02,13.79,Bull Call Diagonal,bull_call_diagonal,0,0,45.2,11.2,False,False,LOW
2023-07-28,13.33,LOW_VOL,2.0,1.6,4582.23,BULLISH,4.82,13.74,Bull Call Diagonal,bull_call_diagonal,0,0,6.5,1.6,False,False,LOW
2023-07-31,13.63,LOW_VOL,3.5,6.4,4588.96,BULLISH,4.77,13.68,Bull Call Diagonal,bull_call_diagonal,0,0,25.8,6.4,False,False,LOW
2023-08-01,13.93,LOW_VOL,4.9,10.0,4576.73,BULLISH,4.31,13.7,Bull Call Diagonal,bull_call_diagonal,0,0,40.3,10.0,False,False,LOW
2023-08-02,16.09,NORMAL,15.3,17.9,4513.39,BULLISH,2.72,14.28,Reduce / Wait,,0,0,69.4,17.9,False,True,LOW
2023-08-03,15.92,NORMAL,14.5,17.1,4501.89,BULLISH,2.31,14.58,Reduce / Wait,,0,0,67.7,17.1,False,True,LOW
2023-08-04,17.1,NORMAL,20.2,23.9,4478.03,BULLISH,1.62,15.33,Reduce / Wait,,0,0,82.3,23.9,False,True,LOW
2023-08-07,15.77,NORMAL,13.8,16.7,4518.44,BULLISH,2.35,15.76,Reduce / Wait,,0,0,67.7,16.7,False,True,LOW
2023-08-08,15.99,NORMAL,14.9,17.9,4499.38,BULLISH,1.75,16.17,Reduce / Wait,,0,0,71.0,17.9,False,True,LOW
2023-08-09,15.96,NORMAL,14.7,17.9,4467.71,BULLISH,0.92,16.15,Reduce / Wait,,0,0,71.0,17.9,False,True,LOW
2023-08-10,15.85,NORMAL,14.2,17.5,4468.83,BULLISH,0.82,16.13,Reduce / Wait,,0,0,69.4,17.5,False,True,LOW
2023-08-11,14.84,LOW_VOL,9.3,14.7,4464.05,BULLISH,0.59,15.68,Bull Call Diagonal,bull_call_diagonal,0,0,59.7,14.7,False,True,LOW
2023-08-14,14.82,LOW_VOL,9.2,14.3,4489.72,BULLISH,1.04,15.49,Bull Call Diagonal,bull_call_diagonal,0,0,58.1,14.3,False,True,LOW
2023-08-15,16.46,NORMAL,17.1,21.1,4437.86,NEUTRAL,-0.2,15.59,Reduce / Wait,,0,0,82.3,21.1,False,True,LOW
2023-08-16,16.78,NORMAL,18.7,22.3,4404.33,BEARISH,-1.01,15.75,Reduce / Wait,,0,1,83.9,22.3,False,True,LOW
2023-08-17,17.89,NORMAL,24.0,31.1,4370.36,BEARISH,-1.81,16.16,Reduce / Wait,,0,2,91.9,31.1,False,True,LOW
2023-08-18,17.3,NORMAL,21.2,29.1,4369.71,BEARISH,-1.87,16.65,Reduce / Wait,,0,3,88.7,29.1,False,True,LOW
2023-08-21,17.13,NORMAL,20.4,27.9,4399.77,BEARISH,-1.24,17.11,Reduce / Wait,,0,4,85.5,27.9,False,True,LOW
2023-08-22,16.97,NORMAL,19.6,25.5,4387.55,BEARISH,-1.55,17.21,Reduce / Wait,,0,5,83.9,25.5,False,True,LOW
2023-08-23,15.98,NORMAL,14.8,19.5,4436.01,NEUTRAL,-0.51,17.05,Reduce / Wait,,0,0,77.4,19.5,False,True,LOW
2023-08-24,17.2,NORMAL,20.7,29.9,4376.31,BEARISH,-1.85,16.92,Reduce / Wait,,0,1,90.3,29.9,False,True,LOW
2023-08-25,15.68,NORMAL,13.4,17.5,4405.71,BEARISH,-1.21,16.59,Reduce / Wait,,0,2,71.0,17.5,False,True,LOW
2023-08-28,15.08,NORMAL,10.5,16.7,4433.31,NEUTRAL,-0.59,16.18,Reduce / Wait,,0,0,67.7,16.7,False,True,LOW
2023-08-29,14.45,LOW_VOL,7.4,12.7,4497.63,BULLISH,0.81,15.68,Bull Call Diagonal,bull_call_diagonal,0,0,51.6,12.7,False,True,LOW
2023-08-30,13.88,LOW_VOL,4.7,8.8,4514.87,BULLISH,1.14,15.26,Bull Call Diagonal,bull_call_diagonal,0,0,35.5,8.8,False,False,LOW
2023-08-31,13.57,LOW_VOL,3.2,4.8,4507.66,BULLISH,0.91,14.53,Bull Call Diagonal,bull_call_diagonal,0,0,19.4,4.8,False,False,LOW
2023-09-01,13.09,LOW_VOL,0.9,0.4,4515.77,BULLISH,1.03,14.01,Bull Call Diagonal,bull_call_diagonal,0,0,1.6,0.4,False,False,LOW
2023-09-05,14.01,LOW_VOL,5.3,12.7,4496.83,NEUTRAL,0.54,13.8,Reduce / Wait,,0,0,51.6,12.7,False,True,LOW
2023-09-06,14.45,LOW_VOL,7.4,14.3,4465.48,NEUTRAL,-0.22,13.8,Reduce / Wait,,0,0,56.5,14.3,False,True,LOW
2023-09-07,14.4,LOW_VOL,7.2,13.9,4451.14,NEUTRAL,-0.57,13.9,Reduce / Wait,,0,0,53.2,13.9,False,True,LOW
2023-09-08,13.84,LOW_VOL,4.5,9.2,4457.49,NEUTRAL,-0.46,13.96,Reduce / Wait,,0,0,35.5,9.2,False,False,LOW
2023-09-11,13.8,LOW_VOL,4.3,8.8,4487.46,NEUTRAL,0.16,14.1,Reduce / Wait,,0,0,33.9,8.8,False,False,LOW
2023-09-12,14.23,LOW_VOL,6.4,14.3,4461.9,NEUTRAL,-0.41,14.14,Reduce / Wait,,0,0,51.6,14.3,False,True,LOW
2023-09-13,13.48,LOW_VOL,2.8,3.6,4467.44,NEUTRAL,-0.29,13.95,Reduce / Wait,,0,0,14.5,3.6,False,False,LOW
2023-09-14,12.82,LOW_VOL,0.0,0.0,4505.1,BULLISH,0.52,13.63,Bull Call Diagonal,bull_call_diagonal,0,0,0.0,0.0,False,False,LOW
2023-09-15,13.79,LOW_VOL,4.7,9.6,4450.32,BEARISH,-0.72,13.62,Reduce / Wait,,0,1,37.1,9.6,False,False,LOW
2023-09-18,14.0,LOW_VOL,5.7,14.7,4453.53,BEARISH,-0.67,13.66,Reduce / Wait,,0,2,50.0,14.7,False,True,LOW
2023-09-19,14.11,LOW_VOL,6.2,15.5,4443.95,BEARISH,-0.9,13.64,Reduce / Wait,,0,3,51.6,15.5,False,True,LOW
2023-09-20,15.14,NORMAL,11.1,23.1,4402.2,BEARISH,-1.81,13.97,Reduce / Wait,,0,4,72.6,23.1,False,True,LOW
2023-09-21,17.54,NORMAL,22.7,38.6,4330.0,BEARISH,-3.36,14.92,Reduce / Wait,,0,5,98.4,38.6,False,True,LOW
2023-09-22,17.2,NORMAL,21.0,37.1,4320.06,BEARISH,-3.5,15.6,Reduce / Wait,,0,6,93.5,37.1,False,True,LOW
2023-09-25,16.9,NORMAL,19.6,31.9,4337.44,BEARISH,-3.04,16.18,Reduce / Wait,,0,7,87.1,31.9,False,True,LOW
2023-09-26,18.94,NORMAL,29.4,50.2,4273.53,BEARISH,-4.36,17.14,Reduce / Wait,,0,8,100.0,50.2,False,False,NEUTRAL
2023-09-27,18.22,NORMAL,25.9,43.0,4274.51,BEARISH,-4.22,17.76,Reduce / Wait,,0,9,98.4,43.0,False,True,NEUTRAL
2023-09-28,17.34,NORMAL,21.7,39.0,4299.7,BEARISH,-3.54,17.72,Reduce / Wait,,0,10,93.5,39.0,False,True,LOW
2023-09-29,17.52,NORMAL,22.6,39.8,4288.05,BEARISH,-3.7,17.78,Reduce / Wait,,0,11,93.5,39.8,False,True,LOW
2023-10-02,17.61,NORMAL,23.0,40.6,4288.39,BEARISH,-3.58,17.93,Reduce / Wait,,0,12,95.2,40.6,False,True,NEUTRAL
2023-10-03,19.78,NORMAL,33.4,59.4,4229.45,BEARISH,-4.77,18.09,Reduce / Wait,,0,13,100.0,59.4,False,False,NEUTRAL
2023-10-04,18.58,NORMAL,27.7,48.2,4263.75,BEARISH,-3.86,18.17,Iron Condor,iron_condor,0,14,96.8,48.2,False,True,NEUTRAL
2023-10-05,18.49,NORMAL,27.2,46.6,4258.19,BEARISH,-3.86,18.4,Iron Condor,iron_condor,0,15,95.2,46.6,False,True,NEUTRAL
2023-10-06,17.45,NORMAL,22.2,39.4,4308.5,BEARISH,-2.62,18.38,Reduce / Wait,,0,16,85.5,39.4,False,True,LOW
2023-10-09,17.7,NORMAL,23.5,41.4,4335.66,BEARISH,-1.9,18.4,Iron Condor,iron_condor,0,17,90.3,41.4,False,True,NEUTRAL
2023-10-10,17.03,NORMAL,20.2,34.3,4358.24,BEARISH,-1.28,17.85,Reduce / Wait,,0,18,72.6,34.3,False,True,LOW
2023-10-11,16.09,NORMAL,15.7,28.3,4376.95,BEARISH,-0.77,17.35,Reduce / Wait,,0,19,62.9,28.3,False,True,LOW
2023-10-12,16.69,NORMAL,18.7,29.9,4349.61,BEARISH,-1.32,16.99,Reduce / Wait,,0,20,66.1,29.9,False,True,LOW
2023-10-13,19.32,NORMAL,33.9,59.8,4327.78,BEARISH,-1.73,17.37,Reduce / Wait,,0,21,98.4,59.8,False,False,NEUTRAL
2023-10-16,17.21,NORMAL,22.9,39.4,4373.63,BEARISH,-0.65,17.27,Reduce / Wait,,0,22,77.4,39.4,False,True,LOW
2023-10-17,17.88,NORMAL,27.3,45.0,4373.2,BEARISH,-0.59,17.44,Iron Condor,iron_condor,0,23,88.7,45.0,False,True,NEUTRAL
2023-10-18,19.22,NORMAL,35.7,60.6,4314.6,BEARISH,-1.84,18.06,Reduce / Wait,,0,24,96.8,60.6,False,False,NEUTRAL
2023-10-19,21.4,NORMAL,47.8,76.5,4278.0,BEARISH,-2.59,19.01,Reduce / Wait,,0,25,100.0,76.5,False,False,HIGH
2023-10-20,21.71,NORMAL,51.8,78.9,4224.16,BEARISH,-3.71,19.48,Reduce / Wait,,0,26,100.0,78.9,False,False,HIGH
2023-10-23,20.37,NORMAL,44.3,69.3,4217.04,BEARISH,-3.76,20.12,Reduce / Wait,,0,27,96.8,69.3,False,False,NEUTRAL
2023-10-24,18.97,NORMAL,36.1,55.8,4247.68,BEARISH,-2.95,20.33,Reduce / Wait,,0,28,90.3,55.8,False,False,NEUTRAL
2023-10-25,20.19,NORMAL,47.1,68.5,4186.77,BEARISH,-4.24,20.53,Reduce / Wait,,0,29,95.2,68.5,False,False,NEUTRAL
2023-10-26,20.68,NORMAL,53.9,73.3,4137.23,BEARISH,-5.25,20.38,Reduce / Wait,,0,30,96.8,73.3,False,False,HIGH
2023-10-27,21.27,NORMAL,58.0,77.3,4117.37,BEARISH,-5.6,20.3,Iron Condor,iron_condor,0,31,96.8,77.3,False,False,HIGH
2023-10-30,19.75,NORMAL,50.6,64.1,4166.82,BEARISH,-4.38,20.17,Reduce / Wait,,0,32,88.7,64.1,False,False,NEUTRAL
2023-10-31,18.14,NORMAL,38.8,47.0,4193.8,BEARISH,-3.67,20.01,Iron Condor,iron_condor,0,33,75.8,47.0,False,True,NEUTRAL
2023-11-01,16.87,NORMAL,29.6,31.9,4237.86,BEARISH,-2.59,19.34,Reduce / Wait,,0,34,46.8,31.9,False,False,LOW
2023-11-02,15.66,NORMAL,20.7,24.3,4317.78,NEUTRAL,-0.69,18.34,Reduce / Wait,,0,0,30.6,24.3,False,False,LOW
2023-11-03,14.91,LOW_VOL,15.3,21.9,4358.34,NEUTRAL,0.25,17.07,Iron Condor,iron_condor,0,0,27.4,21.9,False,False,LOW
2023-11-06,14.89,LOW_VOL,15.1,21.9,4365.98,NEUTRAL,0.44,16.09,Iron Condor,iron_condor,0,0,27.4,21.9,False,False,LOW
2023-11-07,14.81,LOW_VOL,14.5,20.3,4378.38,NEUTRAL,0.75,15.43,Iron Condor,iron_condor,0,0,24.2,20.3,False,False,LOW
2023-11-08,14.45,LOW_VOL,11.9,17.9,4382.78,BULLISH,0.91,14.94,Bull Call Diagonal,bull_call_diagonal,0,0,21.0,17.9,False,False,LOW
2023-11-09,15.29,NORMAL,18.0,25.1,4347.35,NEUTRAL,0.17,14.87,Reduce / Wait,,0,0,35.5,25.1,False,False,LOW
2023-11-10,14.17,LOW_VOL,9.9,15.9,4415.24,BULLISH,1.77,14.72,Bull Call Diagonal,bull_call_diagonal,0,0,17.7,15.9,False,False,LOW
2023-11-13,14.76,LOW_VOL,14.2,21.1,4411.55,BULLISH,1.74,14.7,Bull Call Diagonal,bull_call_diagonal,0,0,27.4,21.1,False,False,LOW
2023-11-14,14.16,LOW_VOL,9.8,15.9,4495.7,BULLISH,3.68,14.57,Bull Call Diagonal,bull_call_diagonal,0,0,17.7,15.9,False,False,LOW
2023-11-15,14.18,LOW_VOL,9.9,16.7,4502.88,BULLISH,3.83,14.51,Bull Call Diagonal,bull_call_diagonal,0,0,21.0,16.7,False,False,LOW
2023-11-16,14.32,LOW_VOL,10.9,18.3,4508.24,BULLISH,3.92,14.32,Bull Call Diagonal,bull_call_diagonal,0,0,24.2,18.3,False,False,LOW
2023-11-17,13.8,LOW_VOL,7.2,10.0,4514.02,BULLISH,4.03,14.24,Bull Call Diagonal,bull_call_diagonal,0,0,8.1,10.0,False,False,LOW
2023-11-20,13.41,LOW_VOL,4.3,3.2,4547.38,BULLISH,4.77,13.97,Bull Call Diagonal,bull_call_diagonal,0,0,3.2,3.2,False,False,LOW
2023-11-21,13.35,LOW_VOL,3.9,3.2,4538.19,BULLISH,4.52,13.81,Bull Call Diagonal,bull_call_diagonal,0,0,3.2,3.2,False,False,LOW
2023-11-22,12.85,LOW_VOL,0.2,0.4,4556.62,BULLISH,4.9,13.55,Bull Call Diagonal,bull_call_diagonal,0,0,1.6,0.4,False,False,LOW
2023-11-24,12.46,LOW_VOL,0.0,0.0,4559.34,BULLISH,4.94,13.17,Bull Call Diagonal,bull_call_diagonal,0,0,0.0,0.0,False,False,LOW
2023-11-27,12.69,LOW_VOL,1.6,0.4,4550.43,BULLISH,4.69,12.95,Bull Call Diagonal,bull_call_diagonal,0,0,1.6,0.4,False,False,LOW
2023-11-28,12.69,LOW_VOL,1.6,0.4,4554.89,BULLISH,4.74,12.81,Bull Call Diagonal,bull_call_diagonal,0,0,1.6,0.4,False,False,LOW
2023-11-29,12.98,LOW_VOL,3.7,2.4,4550.58,BULLISH,4.59,12.73,Bull Call Diagonal,bull_call_diagonal,0,0,8.1,2.4,False,False,LOW
2023-11-30,12.92,LOW_VOL,3.3,2.4,4567.8,BULLISH,4.9,12.75,Bull Call Diagonal,bull_call_diagonal,0,0,8.1,2.4,False,False,LOW
2023-12-01,12.63,LOW_VOL,1.2,0.4,4594.63,BULLISH,5.39,12.78,Bull Call Diagonal,bull_call_diagonal,0,0,1.6,0.4,False,False,LOW
2023-12-04,13.08,LOW_VOL,4.4,3.6,4569.78,BULLISH,4.7,12.86,Bull Call Diagonal,bull_call_diagonal,0,0,12.9,3.6,False,False,LOW
2023-12-05,12.85,LOW_VOL,2.8,2.0,4567.18,BULLISH,4.53,12.89,Bull Call Diagonal,bull_call_diagonal,0,0,8.1,2.0,False,False,LOW
2023-12-06,12.97,LOW_VOL,3.6,3.6,4549.34,BULLISH,3.99,12.89,Bull Call Diagonal,bull_call_diagonal,0,0,12.9,3.6,False,False,LOW
2023-12-07,13.06,LOW_VOL,4.3,4.4,4585.59,BULLISH,4.67,12.92,Bull Call Diagonal,bull_call_diagonal,0,0,16.1,4.4,False,False,LOW
2023-12-08,12.35,LOW_VOL,0.0,0.0,4604.37,BULLISH,4.96,12.86,Bull Call Diagonal,bull_call_diagonal,0,0,0.0,0.0,False,False,LOW
2023-12-11,12.63,LOW_VOL,2.0,0.8,4622.44,BULLISH,5.21,12.77,Bull Call Diagonal,bull_call_diagonal,0,0,3.2,0.8,False,False,LOW
2023-12-12,12.07,LOW_VOL,0.0,0.0,4643.7,BULLISH,5.52,12.62,Bull Call Diagonal,bull_call_diagonal,0,0,0.0,0.0,False,False,LOW
2023-12-13,12.19,LOW_VOL,0.8,0.4,4707.09,BULLISH,6.73,12.46,Bull Call Diagonal,bull_call_diagonal,0,0,1.6,0.4,False,False,LOW
2023-12-14,12.48,LOW_VOL,2.8,1.6,4719.55,BULLISH,6.79,12.34,Bull Call Diagonal,bull_call_diagonal,0,0,6.5,1.6,False,False,LOW
2023-12-15,12.28,LOW_VOL,1.5,0.8,4719.19,BULLISH,6.56,12.33,Bull Call Diagonal,bull_call_diagonal,0,0,3.2,0.8,False,False,LOW
2023-12-18,12.56,LOW_VOL,3.4,2.4,4740.56,BULLISH,6.84,12.32,Bull Call Diagonal,bull_call_diagonal,0,0,9.7,2.4,False,False,LOW
2023-12-19,12.53,LOW_VOL,3.2,2.4,4768.37,BULLISH,7.25,12.41,Bull Call Diagonal,bull_call_diagonal,0,0,9.7,2.4,False,False,LOW
2023-12-20,13.67,LOW_VOL,11.1,17.1,4698.35,BULLISH,5.52,12.7,Bull Call Diagonal,bull_call_diagonal,0,0,33.9,17.1,False,False,LOW
2023-12-21,13.65,LOW_VOL,10.9,16.7,4746.75,BULLISH,6.43,12.94,Bull Call Diagonal,bull_call_diagonal,0,0,33.9,16.7,False,False,LOW
2023-12-22,13.03,LOW_VOL,6.6,7.6,4754.63,BULLISH,6.41,13.09,Bull Call Diagonal,bull_call_diagonal,0,0,27.4,7.6,False,False,LOW
2023-12-26,12.99,LOW_VOL,6.4,7.6,4774.75,BULLISH,6.65,13.17,Bull Call Diagonal,bull_call_diagonal,0,0,27.4,7.6,False,False,LOW
2023-12-27,12.43,LOW_VOL,2.5,1.6,4781.58,BULLISH,6.61,13.15,Bull Call Diagonal,bull_call_diagonal,0,0,6.5,1.6,False,False,LOW
2023-12-28,12.47,LOW_VOL,2.8,2.4,4783.35,BULLISH,6.45,12.91,Bull Call Diagonal,bull_call_diagonal,0,0,9.7,2.4,False,False,LOW
2023-12-29,12.45,LOW_VOL,2.6,2.0,4769.83,BULLISH,5.93,12.67,Bull Call Diagonal,bull_call_diagonal,0,0,8.1,2.0,False,False,LOW
2024-01-02,13.2,LOW_VOL,7.8,11.2,4742.83,BULLISH,5.12,12.71,Bull Call Diagonal,bull_call_diagonal,0,0,38.7,11.2,False,False,LOW
2024-01-03,14.04,LOW_VOL,13.6,27.5,4704.81,BULLISH,4.05,12.92,Bull Call Diagonal,bull_call_diagonal,0,0,48.4,27.5,False,False,LOW
2024-01-04,14.13,LOW_VOL,14.3,28.3,4688.68,BULLISH,3.48,13.26,Bull Call Diagonal,bull_call_diagonal,0,0,50.0,28.3,False,True,LOW
2024-01-05,13.35,LOW_VOL,8.9,13.1,4697.24,BULLISH,3.46,13.43,Bull Call Diagonal,bull_call_diagonal,0,0,40.3,13.1,False,False,LOW
2024-01-08,13.08,LOW_VOL,7.0,10.0,4763.54,BULLISH,4.66,13.56,Bull Call Diagonal,bull_call_diagonal,0,0,37.1,10.0,False,False,LOW
2024-01-09,12.76,LOW_VOL,4.8,6.0,4756.5,BULLISH,4.22,13.47,Bull Call Diagonal,bull_call_diagonal,0,0,24.2,6.0,False,False,LOW
2024-01-10,12.69,LOW_VOL,4.3,5.2,4783.45,BULLISH,4.51,13.2,Bull Call Diagonal,bull_call_diagonal,0,0,21.0,5.2,False,False,LOW
2024-01-11,12.44,LOW_VOL,2.6,2.0,4780.24,BULLISH,4.16,12.86,Bull Call Diagonal,bull_call_diagonal,0,0,8.1,2.0,False,False,LOW
2024-01-12,12.7,LOW_VOL,4.4,6.8,4783.83,BULLISH,3.97,12.73,Bull Call Diagonal,bull_call_diagonal,0,0,27.4,6.8,False,False,LOW
2024-01-16,13.84,LOW_VOL,12.2,25.1,4765.98,BULLISH,3.34,12.89,Bull Call Diagonal,bull_call_diagonal,0,0,58.1,25.1,False,True,LOW
2024-01-17,14.79,LOW_VOL,18.8,38.2,4739.21,BULLISH,2.57,13.29,Bull Call Diagonal,bull_call_diagonal,0,0,72.6,38.2,False,True,LOW
2024-01-18,14.13,LOW_VOL,14.3,31.1,4780.94,BULLISH,3.29,13.58,Bull Call Diagonal,bull_call_diagonal,0,0,61.3,31.1,False,True,LOW
2024-01-19,13.3,LOW_VOL,8.5,13.9,4839.81,BULLISH,4.35,13.75,Bull Call Diagonal,bull_call_diagonal,0,0,48.4,13.9,False,False,LOW
2024-01-22,13.19,LOW_VOL,7.8,12.7,4850.43,BULLISH,4.36,13.85,Bull Call Diagonal,bull_call_diagonal,0,0,46.8,12.7,False,False,LOW
2024-01-23,12.55,LOW_VOL,3.3,4.4,4864.6,BULLISH,4.45,13.59,Bull Call Diagonal,bull_call_diagonal,0,0,17.7,4.4,False,False,LOW
2024-01-24,13.14,LOW_VOL,7.4,13.1,4868.55,BULLISH,4.3,13.26,Bull Call Diagonal,bull_call_diagonal,0,0,48.4,13.1,False,False,LOW
2024-01-25,13.45,LOW_VOL,9.6,18.7,4894.16,BULLISH,4.64,13.13,Bull Call Diagonal,bull_call_diagonal,0,0,59.7,18.7,False,True,LOW
2024-01-26,13.26,LOW_VOL,8.2,15.1,4890.97,BULLISH,4.36,13.12,Bull Call Diagonal,bull_call_diagonal,0,0,53.2,15.1,False,True,LOW
2024-01-29,13.6,LOW_VOL,10.6,22.7,4927.93,BULLISH,4.95,13.2,Bull Call Diagonal,bull_call_diagonal,0,0,62.9,22.7,False,True,LOW
2024-01-30,13.31,LOW_VOL,8.6,16.3,4924.97,BULLISH,4.7,13.35,Bull Call Diagonal,bull_call_diagonal,0,0,56.5,16.3,False,True,LOW
2024-01-31,14.35,LOW_VOL,15.8,37.8,4845.65,BULLISH,2.86,13.59,Bull Call Diagonal,bull_call_diagonal,0,0,83.9,37.8,False,True,LOW
2024-02-01,13.88,LOW_VOL,12.5,29.5,4906.19,BULLISH,3.98,13.68,Bull Call Diagonal,bull_call_diagonal,0,0,72.6,29.5,False,True,LOW
2024-02-02,13.85,LOW_VOL,12.3,29.1,4958.61,BULLISH,4.91,13.8,Bull Call Diagonal,bull_call_diagonal,0,0,72.6,29.1,False,True,LOW
2024-02-05,13.67,LOW_VOL,11.1,25.5,4942.81,BULLISH,4.39,13.81,Bull Call Diagonal,bull_call_diagonal,0,0,67.7,25.5,False,True,LOW
2024-02-06,13.06,LOW_VOL,6.9,11.6,4954.23,BULLISH,4.46,13.76,Bull Call Diagonal,bull_call_diagonal,0,0,43.5,11.6,False,False,LOW
2024-02-07,12.83,LOW_VOL,5.3,8.4,4995.06,BULLISH,5.13,13.46,Bull Call Diagonal,bull_call_diagonal,0,0,32.3,8.4,False,False,LOW
2024-02-08,12.79,LOW_VOL,5.0,8.0,4997.91,BULLISH,4.99,13.24,Bull Call Diagonal,bull_call_diagonal,0,0,32.3,8.0,False,False,LOW
2024-02-09,12.93,LOW_VOL,6.0,10.8,5026.61,BULLISH,5.38,13.06,Bull Call Diagonal,bull_call_diagonal,0,0,40.3,10.8,False,False,LOW
2024-02-12,13.93,LOW_VOL,12.9,33.9,5021.84,BULLISH,5.07,13.11,Bull Call Diagonal,bull_call_diagonal,0,0,83.9,33.9,False,True,LOW
2024-02-13,15.85,NORMAL,26.2,53.0,4953.17,BULLISH,3.47,13.67,Bull Put Spread,bull_put_spread,0,0,100.0,53.0,False,False,NEUTRAL
2024-02-14,14.38,LOW_VOL,16.0,41.4,5000.62,BULLISH,4.28,13.98,Bull Call Diagonal,bull_call_diagonal,0,0,96.8,41.4,False,True,NEUTRAL
2024-02-15,14.01,LOW_VOL,13.4,36.3,5029.73,BULLISH,4.69,14.22,Bull Call Diagonal,bull_call_diagonal,0,0,85.5,36.3,False,True,LOW
2024-02-16,14.24,LOW_VOL,15.0,40.6,5005.57,BULLISH,4.0,14.48,Bull Call Diagonal,bull_call_diagonal,0,0,91.9,40.6,False,True,NEUTRAL
2024-02-20,15.42,NORMAL,23.2,51.8,4975.51,BULLISH,3.19,14.78,Reduce / Wait,,0,0,98.4,51.8,False,False,NEUTRAL
